,Unnamed: 0,months_as_customer,age,policy_number,policy_deductable,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,_id,policy_bind_date,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,property_damage,police_report_available,auto_make,auto_model,fraud_reported
775,775,279,45,598308,2000,6000000,620819,61100,-30700,21,3,1,0,61050,11100,11100,38850,939,47,1,1,0,4,7,3,4,3,0,1,0,3,4,0,672,0,0,4,30,1
776,776,95,32,433663,2000,0,449352,67800,-48600,21,3,0,3,83160,15120,15120,52920,956,270,1,2,1,5,6,9,1,46,0,2,2,4,4,6,777,1,1,12,9,0
777,777,137,35,645723,500,0,478868,0,-45300,21,1,0,0,3300,600,600,2100,959,620,2,2,0,2,10,12,0,53,3,1,1,4,5,2,712,0,1,10,1,0
778,778,150,37,649800,1000,0,466238,30400,-89400,9,1,0,2,80080,12320,12320,55440,962,436,2,2,0,6,13,2,4,19,2,1,2,4,5,0,789,0,0,3,32,0
779,779,163,37,390256,1000,4000000,477631,0,-36400,7,1,2,1,3900,390,780,2730,964,203,1,2,0,2,2,6,3,55,3,1,1,4,6,6,642,0,1,13,20,1
780,780,65,29,133889,2000,5000000,472223,0,0,21,3,0,0,62900,6290,12580,44030,966,641,2,1,0,4,11,11,3,3,0,1,1,3,0,1,136,1,0,7,17,0
781,781,232,44,221854,2000,0,454552,25800,0,22,1,1,1,55400,5540,11080,38780,972,138,2,1,1,1,7,8,5,57,2,1,0,1,1,3,28,0,1,7,17,1
782,782,240,40,845751,500,9000000,469856,0,-70900,18,2,0,2,66550,6050,12100,48400,975,888,1,0,0,3,10,14,3,1,0,1,2,1,5,3,682,1,0,5,13,0
783,783,143,33,889764,1000,0,454191,38400,-5700,17,3,2,2,70400,14080,7040,49280,976,218,2,2,0,0,2,2,4,18,0,2,0,1,6,0,792,0,0,0,31,0
784,784,245,40,908935,1000,0,604833,39300,0,12,1,0,2,82170,7470,7470,67230,980,244,0,2,1,6,5,4,4,37,2,1,1,0,2,3,735,1,1,11,15,0
785,785,232,42,182953,500,0,440153,0,-58400,11,1,2,3,77000,15400,7700,53900,986,552,1,0,1,1,5,11,1,41,2,1,1,3,6,5,819,1,0,12,18,1
786,786,235,39,836349,2000,4000000,619570,0,0,10,1,0,3,60320,9280,9280,41760,987,572,0,2,1,3,2,19,2,4,2,2,0,3,0,2,517,0,0,3,34,1
787,787,141,30,681486,1000,0,430665,0,-82100,6,1,1,2,6480,540,1080,4860,994,453,1,2,1,2,11,3,3,14,1,1,1,2,4,3,615,0,1,6,10,0
788,788,405,55,250162,500,0,441533,57100,0,2,4,0,2,38640,4830,4830,28980,752,778,0,1,1,6,6,9,4,59,0,1,1,1,0,3,697,1,0,3,34,0
789,789,92,32,482495,500,0,474324,58900,-29100,22,1,2,3,53400,5340,5340,42720,756,53,0,2,1,5,9,19,0,55,2,1,2,0,6,1,524,0,1,7,36,0
790,790,155,35,327488,1000,0,459537,83600,0,0,1,0,3,48360,8060,8060,32240,759,879,2,1,0,0,10,10,1,9,2,0,1,0,1,4,32,0,0,9,26,0
791,791,70,28,265437,1000,0,613587,67200,-59400,14,4,1,0,31680,3520,3520,24640,774,84,0,1,1,2,6,19,0,20,0,2,1,4,6,0,880,0,1,12,9,0
792,792,161,38,192524,2000,0,439870,60200,0,0,3,2,2,60480,5040,15120,40320,778,24,0,0,1,6,8,8,1,22,0,0,2,4,6,6,137,1,1,13,20,0
793,793,257,40,463237,2000,0,610381,46100,-46900,3,3,2,1,50050,7700,3850,38500,785,411,1,0,1,0,6,6,0,44,0,0,0,0,1,1,988,1,0,5,16,1
794,794,133,30,920554,1000,0,459562,0,-31700,19,3,1,2,28440,3160,3160,22120,787,919,1,2,1,1,0,2,0,31,0,0,1,1,4,5,91,0,0,4,27,0
795,795,225,39,607259,500,0,448949,83900,-52100,6,1,2,1,5830,1060,530,4240,790,564,2,1,1,5,12,13,2,43,1,1,3,2,4,4,785,1,1,9,29,0
796,796,140,30,521592,500,0,438775,100500,0,4,4,0,0,60170,5470,10940,43760,816,643,0,0,0,1,0,3,5,32,0,2,1,3,4,1,166,0,0,9,29,0
797,797,197,41,500639,1000,0,478640,0,-64500,6,1,2,2,76400,15280,7640,53480,823,682,2,2,0,6,9,1,1,1,2,0,0,4,0,4,886,0,1,13,20,1
798,798,166,37,352120,500,0,470510,0,0,10,1,1,1,58300,10600,10600,37100,824,242,1,1,0,4,2,11,1,17,2,1,2,0,3,5,299,1,0,5,14,0
799,799,179,32,907012,2000,0,440251,0,0,10,1,0,1,53100,5900,5900,41300,826,253,2,2,0,6,8,12,3,20,2,0,1,1,1,0,174,0,0,11,19,0
800,800,274,44,771509,500,0,466612,0,0,7,1,2,1,5590,860,860,3870,842,797,1,2,0,3,12,15,0,54,3,1,1,4,6,6,368,0,0,2,37,0
801,801,297,48,264221,1000,0,463331,0,-71400,18,3,0,2,54960,6870,0,48090,843,765,0,2,1,5,10,4,5,43,0,0,0,3,1,6,919,0,0,12,11,1
802,802,312,47,646069,1000,0,459298,66900,-51800,17,3,2,3,56320,7040,7040,42240,852,708,2,2,0,4,3,14,5,59,0,2,2,1,1,3,481,0,0,8,24,0
803,803,233,43,898519,1000,0,437470,0,0,17,3,2,3,42500,8500,4250,29750,858,596,2,1,0,1,12,7,2,39,0,2,1,3,4,4,896,0,1,9,29,0
804,804,242,44,664732,2000,6000000,618127,0,-61600,15,3,1,2,66900,6690,13380,46830,868,772,0,2,0,1,8,5,2,53,0,0,1,3,4,6,47,0,1,11,15,1
805,805,41,33,164464,500,0,476315,0,0,8,1,0,0,8970,1380,1380,6210,893,927,2,1,1,2,13,17,0,46,3,1,1,2,0,0,448,1,0,4,27,0
806,806,237,43,950542,500,0,449979,53200,0,23,1,0,1,59200,0,11840,47360,898,538,2,1,0,6,11,1,0,48,2,1,0,4,6,4,487,0,0,3,25,0
807,807,127,34,291544,500,0,604681,73700,0,8,1,1,3,4700,470,940,3290,899,821,2,2,0,0,2,13,3,27,3,1,1,2,0,0,383,1,0,10,1,0
808,808,121,31,439341,1000,0,478388,51300,0,15,3,1,2,64300,6430,6430,51440,905,743,1,0,1,0,0,13,2,37,0,2,0,1,5,3,2,0,0,3,32,1
809,809,425,53,868031,2000,0,464808,42900,-39100,17,3,1,2,97080,16180,16180,64720,907,672,2,1,0,2,8,13,0,24,0,0,1,1,6,3,625,0,0,10,1,0
810,810,188,33,457188,1000,0,447274,0,-68800,8,3,1,0,76010,13820,6910,55280,919,490,0,1,1,2,10,5,3,57,0,1,1,4,1,2,479,1,0,4,30,1
811,811,55,35,490596,500,8000000,438923,0,0,9,1,0,3,3080,560,560,1960,922,397,0,2,1,4,8,14,5,5,3,1,1,4,6,1,388,0,0,9,35,0
812,812,108,31,148498,2000,6000000,472209,52800,-54300,5,1,1,3,4290,780,780,2730,942,60,1,1,0,6,7,0,3,4,1,1,1,2,4,0,741,0,0,13,28,0
813,813,407,55,193213,1000,5000000,474598,0,-57700,0,3,2,3,68160,11360,11360,45440,949,421,2,0,0,6,12,3,5,57,0,2,2,4,6,0,85,0,1,5,13,0
814,814,205,42,471938,2000,4000000,470104,0,0,19,1,2,1,86130,15660,15660,54810,957,394,0,0,0,2,8,16,2,9,2,1,1,4,6,1,327,0,0,3,32,0
815,815,372,50,769475,2000,0,474860,0,0,18,3,2,2,51800,5180,10360,36260,968,841,2,2,0,4,12,13,2,22,0,2,0,4,1,3,866,0,1,0,23,0
816,816,213,35,844129,500,0,477938,58500,-77700,13,1,2,0,74140,13480,6740,53920,970,914,2,1,1,4,12,12,0,14,2,2,2,1,4,4,495,1,1,5,13,0
817,817,266,42,929306,500,4000000,468454,0,-49600,18,3,1,1,53280,4440,8880,39960,977,478,1,0,1,0,0,2,2,44,0,2,0,0,6,6,437,0,0,11,19,1
818,818,286,43,663190,500,3000000,477644,77500,-32800,18,1,2,2,34290,3810,3810,26670,990,400,0,0,0,4,9,12,4,24,2,1,1,1,1,4,418,0,1,7,17,0
819,819,257,44,109392,1000,0,433981,59400,-32200,21,1,0,1,46980,0,5220,41760,991,719,2,0,1,4,7,1,2,55,2,1,2,3,6,5,480,0,0,0,33,0
820,820,3,38,941851,1000,0,431289,0,0,20,1,0,1,87200,17440,8720,61040,995,728,2,2,0,5,2,13,4,45,2,0,1,1,0,4,561,1,0,6,6,0
821,821,458,62,533940,2000,5000000,441714,0,0,2,1,0,1,46980,5220,5220,36540,998,184,0,2,1,0,5,0,5,49,2,1,0,3,1,0,569,0,1,1,5,0
822,822,193,40,608039,500,0,604952,34200,-32300,6,1,0,0,63900,6390,6390,51120,751,290,0,0,0,6,5,12,1,20,2,2,1,1,1,1,621,0,1,0,33,0
823,823,144,35,938634,500,0,444922,0,0,3,3,0,0,87900,17580,8790,61530,755,855,0,0,1,2,6,6,5,23,0,2,0,4,6,6,713,0,0,4,27,0
824,824,78,31,715202,1000,0,440757,72600,0,1,3,2,1,52290,5810,11620,34860,760,516,2,1,0,5,1,11,4,59,0,2,1,3,1,2,925,0,0,9,26,0
825,825,264,43,516959,500,6000000,433275,0,0,0,3,2,1,60750,13500,6750,40500,762,571,0,0,1,6,2,1,5,12,0,1,0,3,1,1,476,0,0,7,36,1
826,826,366,50,801331,1000,0,462767,21200,0,5,3,1,3,70290,12780,12780,44730,764,789,1,2,0,2,5,1,0,25,0,1,1,4,1,0,97,1,0,8,7,0
827,827,255,46,760700,500,0,431532,0,-52600,2,3,1,0,57860,5260,10520,42080,770,202,0,1,0,3,9,18,3,3,0,0,1,1,6,4,39,0,0,13,20,0
828,828,458,61,921851,1000,0,617699,53000,0,18,1,2,1,56340,6260,6260,43820,776,313,1,0,0,2,10,3,2,48,2,0,1,1,6,1,302,0,0,13,28,0
829,829,233,41,728491,2000,0,606638,67100,0,6,1,0,1,3740,680,680,2380,782,856,2,2,0,0,12,2,2,12,3,1,1,2,1,6,426,0,0,3,25,0
830,830,124,32,140977,1000,0,469875,29300,0,23,1,0,1,57700,5770,5770,46160,793,815,1,0,0,5,4,11,5,48,2,2,2,0,1,1,943,1,0,12,9,0
831,831,282,48,886473,2000,7000000,473705,26900,-55300,7,1,1,2,3520,640,320,2560,813,418,2,2,0,4,9,18,0,58,3,1,1,2,6,6,193,0,0,0,23,0
832,832,57,25,907113,2000,0,469363,63100,-54100,0,3,0,1,72900,14580,14580,43740,814,25,0,2,0,5,12,7,3,7,0,0,2,0,5,5,702,0,1,9,26,0
833,833,77,26,357394,2000,0,620207,49700,0,12,3,2,0,69080,12560,6280,50240,831,631,0,1,1,3,3,12,2,28,0,1,0,4,1,2,907,1,0,1,5,1
834,834,290,45,737252,2000,0,617739,54400,0,22,3,0,1,66200,6620,6620,52960,856,182,2,2,1,0,12,15,3,24,0,2,1,1,6,3,674,0,0,11,19,0
835,835,260,46,344480,2000,0,607133,35000,0,7,1,0,1,64080,10680,10680,42720,857,355,2,0,1,4,8,15,0,43,2,0,1,1,1,1,420,0,0,12,9,0
836,836,398,53,793948,2000,0,448722,21500,0,16,1,2,1,47430,5270,5270,36890,864,269,0,0,0,0,8,0,4,21,2,0,2,1,6,2,70,1,0,12,9,0
837,837,218,43,737483,500,0,477856,61100,-64500,18,1,1,3,68200,13640,6820,47740,865,345,0,1,0,0,8,14,2,11,2,1,0,1,4,2,321,0,1,4,30,1
838,838,80,27,143038,500,0,441923,0,-51000,16,3,1,3,40810,3710,7420,29680,869,903,2,2,1,3,4,16,0,34,0,1,0,4,2,0,967,1,0,5,14,1
839,839,290,45,219028,1000,0,451550,38500,0,23,3,0,0,52650,5850,5850,40950,872,738,2,0,0,0,6,5,5,1,0,2,0,0,1,2,34,1,1,5,14,1
840,840,115,31,569714,1000,0,479824,0,0,18,3,0,3,34160,0,4270,29890,883,300,2,2,0,0,3,3,1,59,0,2,0,0,6,5,48,1,0,1,5,1
841,841,141,30,556538,1000,0,465248,78800,0,13,1,1,0,61740,6860,6860,48020,886,725,0,1,0,2,2,8,2,58,2,0,2,1,4,5,689,0,1,1,4,0
842,842,441,55,669501,500,4000000,449421,24000,-50500,4,1,0,0,6400,640,640,5120,887,768,1,1,1,1,1,8,0,41,1,1,1,2,5,0,999,0,0,6,10,0
843,843,180,36,420948,500,0,456959,0,0,7,3,2,1,69630,12660,6330,50640,918,55,0,0,1,1,9,8,5,41,0,0,1,0,1,4,152,1,0,12,11,0
844,844,178,38,987524,500,0,472253,0,0,10,3,0,3,57200,5200,10400,41600,921,167,0,1,0,1,7,4,5,45,0,1,1,3,1,4,519,0,0,2,22,0
845,845,135,30,913464,2000,0,601701,37100,-46500,18,3,0,1,32670,5940,2970,23760,924,28,1,2,0,4,4,16,5,10,0,1,1,0,6,5,932,0,0,6,6,0
846,846,211,38,752504,1000,0,433250,0,0,12,1,0,3,91520,8320,16640,66560,926,582,1,1,0,5,13,18,3,19,2,0,2,1,1,1,223,0,1,2,38,1
847,847,310,48,670142,500,0,474167,11000,0,11,4,0,2,59400,13200,6600,39600,930,871,1,0,0,3,0,17,4,25,0,1,0,4,4,6,195,1,0,10,2,1
848,848,36,37,291902,1000,0,618926,0,-59800,20,3,1,3,48780,5420,10840,32520,933,226,0,2,0,5,6,15,0,34,0,2,1,0,1,1,180,1,0,4,27,0
849,849,308,47,720356,1000,6000000,452349,45700,-41400,7,1,1,1,5590,860,860,3870,940,899,2,0,0,0,2,12,3,22,1,1,1,2,1,6,373,0,1,11,19,0
850,850,421,57,110122,2000,0,459955,69900,0,22,3,0,0,78500,15700,7850,54950,943,517,1,1,0,0,1,3,3,24,0,0,1,4,0,0,734,1,0,1,4,0
851,851,31,32,231548,2000,4000000,442948,46800,-87300,10,1,2,0,63600,5300,10600,47700,946,948,0,0,0,3,7,10,5,56,2,2,0,1,6,2,618,0,0,1,5,1
852,852,252,46,227244,2000,0,473370,0,0,22,3,0,2,89520,14920,14920,59680,952,219,1,2,0,3,5,17,3,23,0,0,2,3,5,3,591,0,0,1,4,0
853,853,190,38,601042,500,0,442919,61900,-50000,14,1,0,0,45100,9020,4510,31570,955,908,2,1,1,3,2,12,4,20,2,2,2,3,1,5,431,1,0,9,26,0
854,854,398,55,844062,500,0,606858,69400,0,7,1,2,3,6600,600,1200,4800,969,604,2,1,1,2,0,12,4,46,3,1,3,4,4,3,807,0,0,0,23,0
855,855,229,37,556270,1000,0,433974,0,-55400,17,1,0,2,54560,9920,9920,34720,979,367,1,2,0,5,4,0,1,54,2,1,2,3,1,1,726,0,1,10,3,0
856,856,66,30,984456,500,0,608309,21100,-60800,2,3,0,2,65560,11920,11920,41720,763,674,1,2,0,1,0,13,5,16,0,0,0,1,4,0,205,0,1,13,28,1
857,857,446,61,259792,1000,0,441967,49900,-62100,3,1,2,0,70500,7050,14100,49350,768,559,0,0,0,2,0,15,4,28,2,1,1,3,5,6,535,1,1,11,15,0
858,858,174,33,179538,2000,0,477346,0,0,14,3,0,1,44200,8840,4420,30940,773,562,1,1,0,1,4,13,3,7,0,1,2,0,6,4,101,1,1,10,2,0
859,859,89,32,266247,2000,0,620358,49100,-45100,5,1,1,2,100,10,20,70,775,16,1,0,0,4,12,11,1,15,1,1,3,4,6,4,834,1,0,1,4,0
860,860,446,61,338070,1000,0,438837,0,-15700,1,3,2,1,80880,6740,13480,60660,779,38,1,2,0,2,12,16,5,23,0,1,1,4,0,2,483,0,0,9,35,0
861,861,70,29,963285,1000,0,604147,62400,-52300,12,1,0,3,69360,11560,11560,46240,781,323,1,0,0,4,1,18,2,25,2,0,1,0,0,5,24,0,0,4,30,0
862,862,34,24,482404,2000,0,435632,0,-27700,20,1,0,1,3960,660,660,2640,799,657,1,2,0,4,1,7,3,31,1,1,3,2,5,2,374,1,0,1,4,0
863,863,95,30,331170,2000,0,442206,48900,0,22,1,0,3,34800,3480,6960,24360,800,456,0,1,1,1,13,18,4,36,2,1,1,4,4,0,45,1,0,0,23,0
864,864,123,29,379268,500,0,447188,64800,-44200,17,1,1,0,73260,16280,0,56980,803,868,1,1,0,5,6,5,1,5,2,1,1,0,0,0,824,1,1,13,20,1
865,865,295,46,863749,500,0,605743,52200,-44500,10,1,1,3,4560,760,380,3420,832,305,1,1,0,3,9,13,3,7,3,1,1,2,5,0,105,1,1,9,29,0
866,866,9,24,326180,2000,0,473349,51700,-33300,6,1,0,3,5940,540,1080,4320,837,605,0,0,0,6,6,9,2,24,3,1,3,2,0,0,666,0,1,1,5,1
867,867,185,34,620075,500,0,474771,0,0,20,3,1,1,51370,9340,4670,37360,838,525,2,1,0,6,1,12,0,50,0,2,0,1,4,0,475,1,0,2,22,1
868,868,233,39,728839,2000,0,605220,0,0,20,3,1,0,48870,5430,5430,38010,841,23,2,2,1,3,2,15,4,29,0,1,1,1,4,4,914,0,1,10,3,0
869,869,266,46,331683,2000,0,468158,0,-41400,18,1,1,3,83490,7590,15180,60720,853,339,2,0,1,0,5,5,0,13,2,0,1,1,6,2,725,0,1,9,29,0
870,870,30,36,364055,500,0,440831,0,-63500,17,3,2,2,57900,5790,5790,46320,854,580,1,2,0,1,6,9,5,51,0,2,2,4,6,4,404,0,0,10,3,0
871,871,212,40,489618,1000,0,452438,73200,0,17,3,0,2,82400,8240,8240,65920,861,33,0,2,0,5,7,9,0,33,0,2,1,3,1,4,98,1,1,9,29,0
872,872,299,44,717044,1000,0,460517,0,-48800,3,1,2,0,54240,6780,6780,40680,862,230,2,2,0,1,7,3,2,17,2,1,1,0,6,6,703,1,0,11,19,0
873,873,144,37,985446,2000,0,460895,73700,0,17,3,1,3,54400,5440,10880,38080,878,85,2,1,0,6,5,17,1,16,0,1,0,1,4,1,805,1,0,3,32,1
874,874,121,34,571462,500,0,465440,0,0,11,1,1,1,67300,6730,6730,53840,880,334,1,2,1,4,8,18,5,13,2,0,0,1,5,4,63,0,0,4,30,1
875,875,1,33,388616,2000,0,466390,61200,0,23,1,0,3,69400,6940,6940,55520,900,310,2,1,1,0,11,18,0,49,2,2,2,3,1,1,837,1,0,8,7,0
876,876,142,30,491170,500,0,603260,66400,-63700,22,1,2,3,67320,11220,11220,44880,903,9,1,2,1,6,1,1,5,1,2,2,1,3,6,5,782,1,0,13,20,0
877,877,225,43,221186,1000,0,617883,0,-20900,16,3,2,0,64400,6440,6440,51520,906,802,2,0,1,3,8,4,3,30,0,1,0,4,4,1,927,0,1,2,37,0
878,878,214,40,118236,1000,0,608405,57700,-43500,17,1,1,0,44220,8040,4020,32160,920,805,2,0,1,3,13,0,1,53,2,1,2,3,6,4,632,0,1,0,23,0
879,879,243,44,967713,500,0,600208,33200,0,4,3,2,1,51400,5140,10280,35980,932,281,0,1,1,3,2,14,2,19,0,2,1,3,0,6,935,0,1,6,10,0
880,880,458,59,535879,1000,0,472236,31400,0,23,1,2,2,71800,14360,14360,43080,937,477,1,0,0,2,10,10,5,39,2,0,2,4,5,2,306,0,1,7,17,0
881,881,147,31,746630,500,6000000,468232,51900,0,4,1,0,0,68240,8530,0,59710,938,329,1,1,0,6,9,8,3,7,2,0,0,3,1,4,508,0,0,12,11,1
882,882,465,63,531160,500,6000000,458936,0,0,7,1,0,3,43560,4840,4840,33880,947,7,0,1,0,5,11,2,3,54,2,2,1,3,6,1,809,0,0,11,21,0
883,883,187,37,125591,1000,5000000,450947,60100,0,21,1,0,3,57700,5770,5770,46160,951,877,1,2,0,5,10,15,1,7,2,2,2,0,0,5,680,0,0,9,26,0
884,884,41,25,564654,1000,0,459889,35400,0,13,3,1,3,48000,9600,4800,33600,958,732,2,0,1,5,8,17,5,37,0,0,0,1,0,2,363,0,0,4,30,0
885,885,230,43,490514,2000,0,451529,28900,0,0,3,0,3,51900,5190,10380,36330,982,412,1,2,1,2,3,6,2,0,0,0,1,4,1,0,727,0,1,2,22,1
886,886,163,36,974522,1000,0,448190,55700,-49900,1,1,2,1,51390,5710,11420,34260,984,45,1,1,1,4,7,6,0,51,2,2,2,0,6,6,384,1,0,12,11,0
887,887,22,21,550127,1000,0,443550,37500,-54000,3,3,1,2,53280,5920,0,47360,989,776,1,1,0,2,3,12,0,37,0,1,2,4,4,0,964,1,0,3,25,0
888,888,94,26,215278,500,0,433696,50300,0,6,3,1,2,36700,3670,7340,25690,992,122,1,0,1,4,3,4,0,15,0,0,0,1,2,6,79,1,1,9,29,0
889,889,54,35,445195,500,0,453265,68500,-42100,21,3,2,0,79090,14380,7190,57520,754,929,1,0,0,4,10,10,4,48,0,2,1,1,5,6,452,1,0,9,26,0
890,890,119,34,594783,500,0,463271,57100,0,7,1,2,1,45540,8280,8280,28980,788,296,0,1,0,1,12,10,5,29,2,0,0,1,2,6,710,1,1,6,10,1
891,891,46,24,718829,2000,4000000,454480,46800,0,7,1,2,0,56600,11320,5660,39620,798,368,2,1,0,2,1,19,4,42,2,2,0,1,1,4,126,0,0,12,9,0
892,892,200,34,910365,1000,3000000,467762,0,0,10,1,2,2,56000,5600,5600,44800,802,264,1,1,0,1,9,1,2,14,2,0,2,4,1,0,375,0,0,3,25,0
893,893,290,42,135400,500,0,462519,32500,0,10,1,0,1,48000,4800,9600,33600,805,26,1,2,1,5,6,11,3,12,2,1,1,0,6,2,285,0,0,10,3,0
894,894,135,34,824116,2000,0,465674,0,-69600,7,1,1,2,78200,15640,7820,54740,808,622,0,1,0,3,10,0,2,15,2,2,2,1,0,3,177,0,0,1,4,0
895,895,114,30,488037,1000,0,442936,0,-34700,3,1,0,3,4680,520,520,3640,811,718,2,1,0,5,10,7,0,48,3,1,1,2,6,0,380,0,1,3,25,0
896,896,97,26,951863,1000,0,478532,0,-72100,10,3,2,3,84920,7720,15440,61760,829,129,2,1,1,5,10,5,4,12,0,2,2,3,0,5,711,1,0,7,36,1
897,897,132,32,684653,2000,0,464362,43100,-31900,21,1,1,1,5600,1120,560,3920,834,173,2,1,1,6,7,15,5,28,3,1,1,4,4,5,398,1,1,11,21,0
898,898,370,55,528259,2000,7000000,456203,0,-53200,6,1,0,2,9000,900,1800,6300,835,276,1,2,1,3,7,1,5,39,3,1,1,2,0,4,423,0,0,8,24,0
899,899,289,43,777533,1000,0,609390,0,0,19,3,1,3,68580,7620,7620,53340,847,272,2,2,0,0,11,0,1,2,0,2,1,1,1,5,5,1,0,7,36,0
900,900,133,34,467841,500,0,440833,70900,-61100,8,1,2,0,4200,420,840,2940,871,83,1,2,0,3,9,3,0,20,1,1,1,2,6,3,833,0,1,7,36,0
901,901,322,49,130156,2000,0,431853,0,-46000,18,1,0,2,42240,7680,7680,26880,873,924,0,1,0,6,1,11,3,10,2,1,0,0,6,2,648,0,1,3,25,0
902,902,338,47,884180,500,4000000,601600,0,0,4,1,2,1,58560,9760,9760,39040,879,817,0,2,1,4,8,14,2,40,2,0,2,3,0,0,424,1,0,8,12,0
903,903,280,48,180008,1000,0,477415,0,-72000,16,1,2,2,61320,10220,10220,40880,884,734,0,1,1,3,13,13,1,53,2,0,1,1,6,2,538,0,0,2,22,0
904,904,178,39,305758,500,0,465252,0,0,3,3,2,0,64680,11760,11760,41160,897,486,0,0,0,3,3,17,3,8,0,0,1,4,1,6,570,0,0,7,36,0
905,905,97,27,175553,500,0,434370,56700,-49300,22,3,2,1,75690,8410,8410,58870,904,535,2,2,0,2,12,12,0,16,0,2,2,3,5,5,776,1,1,10,3,0
906,906,186,38,727443,500,0,471148,70300,-70900,7,1,1,1,3600,400,400,2800,916,712,2,0,1,2,0,9,0,48,3,1,3,2,1,2,515,0,1,6,10,0
907,907,90,31,524215,2000,0,607131,42100,0,2,1,1,0,75790,13780,6890,55120,923,672,2,1,0,6,7,10,1,27,2,1,2,3,4,2,871,1,1,0,31,0
908,908,136,32,686522,500,0,458143,0,0,6,1,0,0,55000,10000,10000,35000,929,284,1,0,0,3,11,19,1,53,2,2,0,4,4,0,787,1,0,12,9,1
909,909,154,34,840225,1000,0,448436,53100,-43900,18,4,2,3,74360,13520,13520,47320,935,146,2,0,0,3,8,6,0,18,0,2,2,3,6,2,731,0,1,12,18,1
910,910,80,26,488597,1000,0,443625,64600,0,12,1,0,0,90400,9040,9040,72320,965,629,0,0,1,5,5,4,2,22,2,0,1,3,4,0,491,0,0,2,0,0
911,911,230,37,776950,1000,0,471585,0,-51500,15,1,2,3,49100,9820,4910,34370,973,497,0,2,1,6,12,15,3,30,2,1,0,0,4,1,18,1,0,11,19,1
912,912,130,34,918516,500,3000000,442797,35100,0,4,3,2,3,67500,7500,7500,52500,997,352,2,1,0,5,1,3,2,15,0,2,1,4,0,0,746,0,1,11,19,0
913,913,173,36,796005,1000,0,441298,51000,0,22,1,2,3,52030,9460,9460,33110,757,816,2,1,1,1,6,1,4,57,2,1,2,1,4,6,985,1,0,0,23,0
914,914,436,60,910604,500,0,446606,67600,-65300,16,1,0,2,82060,14920,7460,59680,758,504,1,1,1,2,9,3,5,4,2,0,1,0,5,0,772,0,0,10,2,0
915,915,440,57,648852,1000,5000000,604948,51500,-52100,19,3,0,3,68200,12400,12400,43400,761,432,0,0,1,1,10,13,5,42,0,1,0,4,4,0,636,1,0,7,36,1
916,916,239,40,488724,500,0,430567,0,0,20,3,0,0,69740,6340,6340,57060,777,212,1,0,0,3,11,16,3,33,0,1,2,4,0,6,392,0,1,4,27,0
917,917,476,61,865607,1000,0,458997,42800,-68200,10,1,1,2,49390,8980,4490,35920,780,511,1,1,0,5,5,7,1,9,2,0,2,1,6,2,761,0,1,11,21,0
918,918,169,39,865201,2000,0,608929,0,-36800,9,3,0,3,46200,4200,8400,33600,792,109,2,0,1,2,1,8,0,10,0,1,2,4,5,5,113,1,0,11,21,0
919,919,140,36,753056,500,0,468303,43200,0,10,3,2,0,79500,7950,7950,63600,801,616,1,1,0,3,1,11,1,57,0,1,1,3,1,5,13,0,1,3,34,0
920,920,186,38,250833,2000,0,436467,80900,-111100,1,3,2,3,73800,12300,12300,49200,807,764,1,1,0,3,10,7,4,42,0,1,1,0,1,6,38,0,0,1,4,0
921,921,259,43,871305,2000,0,471614,0,-58300,3,3,0,2,57060,6340,6340,44380,810,343,0,2,0,6,5,11,3,11,0,2,2,3,1,3,390,0,1,5,16,0
922,922,404,56,485813,1000,4000000,437944,0,-63700,23,1,2,0,53100,5310,5310,42480,812,561,1,1,0,5,13,6,1,6,2,0,1,0,5,2,190,0,1,0,23,1
923,923,215,38,833321,500,0,465376,0,0,10,1,0,1,70700,7070,14140,49490,815,416,1,1,0,6,2,4,4,31,2,1,2,4,4,0,990,0,0,13,28,0
924,924,286,41,634499,1000,0,477947,25800,0,3,1,2,0,4100,820,410,2870,818,840,0,1,1,1,9,13,5,0,3,1,3,4,6,3,202,1,0,3,25,0
925,925,187,34,149601,500,0,612986,59500,0,7,3,0,0,45100,8200,4100,32800,821,460,1,2,0,6,6,14,1,45,0,2,1,1,1,0,467,0,0,9,29,0
926,926,257,43,797636,1000,0,468984,52100,0,0,1,0,1,85320,21330,7110,56880,836,590,1,0,0,3,13,11,2,49,2,1,2,4,5,3,154,0,1,9,29,0
927,927,253,44,516182,2000,0,606606,45800,0,9,1,0,3,5400,600,600,4200,840,578,2,0,0,2,4,9,3,35,1,1,3,2,4,0,83,0,0,3,25,0
928,928,13,21,990998,1000,0,463809,0,-75000,19,3,2,0,94930,8630,8630,77670,850,104,1,0,1,0,9,9,1,10,0,2,2,4,1,2,954,1,1,0,31,0
929,929,254,45,633375,500,0,614372,59800,0,19,3,0,0,79680,13280,13280,53120,885,901,0,1,1,3,7,13,0,50,0,1,2,4,0,1,747,1,0,2,0,0
